"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Hungary (HU)","Actual Total Load [MW] - Hungary (HU)"
"19.03.2022 03:15 - 19.03.2022 03:30","4359","4628"
"19.03.2022 03:30 - 19.03.2022 03:45","4344","4613"
"19.03.2022 03:45 - 19.03.2022 04:00","4336","4605"
"19.03.2022 04:00 - 19.03.2022 04:15","4320","4611"
"19.03.2022 04:15 - 19.03.2022 04:30","4348","4656"
"19.03.2022 04:30 - 19.03.2022 04:45","4404","4659"
"19.03.2022 04:45 - 19.03.2022 05:00","4391","4683"
"19.03.2022 05:00 - 19.03.2022 05:15","4438","4711"
"19.03.2022 05:15 - 19.03.2022 05:30","4438","4738"
"19.03.2022 05:30 - 19.03.2022 05:45","4512","4723"
"19.03.2022 05:45 - 19.03.2022 06:00","4518","4711"
"19.03.2022 06:00 - 19.03.2022 06:15","4622","4803"
"19.03.2022 06:15 - 19.03.2022 06:30","4644","4895"
"19.03.2022 06:30 - 19.03.2022 06:45","4696","4928"
"19.03.2022 06:45 - 19.03.2022 07:00","4679","4967"
"19.03.2022 07:00 - 19.03.2022 07:15","4767","5022"
"19.03.2022 07:15 - 19.03.2022 07:30","4784","5056"
"19.03.2022 07:30 - 19.03.2022 07:45","4772","5086"
"19.03.2022 07:45 - 19.03.2022 08:00","4776","5070"
"19.03.2022 08:00 - 19.03.2022 08:15","4812","5032"
"19.03.2022 08:15 - 19.03.2022 08:30","4841","5076"
"19.03.2022 08:30 - 19.03.2022 08:45","4857","5068"
"19.03.2022 08:45 - 19.03.2022 09:00","4823","5058"
"19.03.2022 09:00 - 19.03.2022 09:15","4833","5030"
"19.03.2022 09:15 - 19.03.2022 09:30","4814","5000"
"19.03.2022 09:30 - 19.03.2022 09:45","4772","4986"
"19.03.2022 09:45 - 19.03.2022 10:00","4733","4988"
"19.03.2022 10:00 - 19.03.2022 10:15","4726","4967"
"19.03.2022 10:15 - 19.03.2022 10:30","4671","4961"
"19.03.2022 10:30 - 19.03.2022 10:45","4702","4919"
"19.03.2022 10:45 - 19.03.2022 11:00","4616","4882"
"19.03.2022 11:00 - 19.03.2022 11:15","4601","4878"
"19.03.2022 11:15 - 19.03.2022 11:30","4617","4876"
"19.03.2022 11:30 - 19.03.2022 11:45","4638","4859"
"19.03.2022 11:45 - 19.03.2022 12:00","4620","4862"
"19.03.2022 12:00 - 19.03.2022 12:15","4613","4817"
"19.03.2022 12:15 - 19.03.2022 12:30","4632","4815"
"19.03.2022 12:30 - 19.03.2022 12:45","4538","4789"
"19.03.2022 12:45 - 19.03.2022 13:00","4518","4776"
"19.03.2022 13:00 - 19.03.2022 13:15","4510","4729"
"19.03.2022 13:15 - 19.03.2022 13:30","4457","4726"
"19.03.2022 13:30 - 19.03.2022 13:45","4425","4708"
"19.03.2022 13:45 - 19.03.2022 14:00","4405","4669"
"19.03.2022 14:00 - 19.03.2022 14:15","4453","4682"
"19.03.2022 14:15 - 19.03.2022 14:30","4488","4681"
"19.03.2022 14:30 - 19.03.2022 14:45","4518","4687"
"19.03.2022 14:45 - 19.03.2022 15:00","4618","4740"
"19.03.2022 15:00 - 19.03.2022 15:15","4646","4772"
"19.03.2022 15:15 - 19.03.2022 15:30","4719","4813"
"19.03.2022 15:30 - 19.03.2022 15:45","4775","4840"
"19.03.2022 15:45 - 19.03.2022 16:00","4839","4943"
"19.03.2022 16:00 - 19.03.2022 16:15","4945","5014"
"19.03.2022 16:15 - 19.03.2022 16:30","5035","5074"
"19.03.2022 16:30 - 19.03.2022 16:45","5162","5128"
"19.03.2022 16:45 - 19.03.2022 17:00","5246","5172"
"19.03.2022 17:00 - 19.03.2022 17:15","5323","5241"
"19.03.2022 17:15 - 19.03.2022 17:30","5362","5315"
"19.03.2022 17:30 - 19.03.2022 17:45","5415","5372"
"19.03.2022 17:45 - 19.03.2022 18:00","5540","5452"
"19.03.2022 18:00 - 19.03.2022 18:15","5616","5574"
"19.03.2022 18:15 - 19.03.2022 18:30","5604","5729"
"19.03.2022 18:30 - 19.03.2022 18:45","5630","5775"
"19.03.2022 18:45 - 19.03.2022 19:00","5624","5814"
"19.03.2022 19:00 - 19.03.2022 19:15","5635","5844"
"19.03.2022 19:15 - 19.03.2022 19:30","5630","5843"
"19.03.2022 19:30 - 19.03.2022 19:45","5600","5821"
"19.03.2022 19:45 - 19.03.2022 20:00","5574","5772"
"19.03.2022 20:00 - 19.03.2022 20:15","5491","5709"
"19.03.2022 20:15 - 19.03.2022 20:30","5469","5663"
"19.03.2022 20:30 - 19.03.2022 20:45","5434","5636"
"19.03.2022 20:45 - 19.03.2022 21:00","5388","5552"
"19.03.2022 21:00 - 19.03.2022 21:15","5312","5512"
"19.03.2022 21:15 - 19.03.2022 21:30","5288","5439"
"19.03.2022 21:30 - 19.03.2022 21:45","5211","5351"
"19.03.2022 21:45 - 19.03.2022 22:00","5120","5293"
"19.03.2022 22:00 - 19.03.2022 22:15","5047","5234"
"19.03.2022 22:15 - 19.03.2022 22:30","5001","5174"
"19.03.2022 22:30 - 19.03.2022 22:45","4968","5108"
"19.03.2022 22:45 - 19.03.2022 23:00","4889","5051"
"19.03.2022 23:00 - 19.03.2022 23:15","4839","5001"
"19.03.2022 23:15 - 19.03.2022 23:30","4784","4936"
"19.03.2022 23:30 - 19.03.2022 23:45","4713","4876"
"19.03.2022 23:45 - 20.03.2022 00:00","4663","4821"
"20.03.2022 00:00 - 20.03.2022 00:15","4655","4696"
"20.03.2022 00:15 - 20.03.2022 00:30","4595","4654"
"20.03.2022 00:30 - 20.03.2022 00:45","4577","4622"
"20.03.2022 00:45 - 20.03.2022 01:00","4540","4598"
"20.03.2022 01:00 - 20.03.2022 01:15","4516","4540"
"20.03.2022 01:15 - 20.03.2022 01:30","4498","4505"
"20.03.2022 01:30 - 20.03.2022 01:45","4447","4473"
"20.03.2022 01:45 - 20.03.2022 02:00","4468","4439"
"20.03.2022 02:00 - 20.03.2022 02:15","4439","4388"
"20.03.2022 02:15 - 20.03.2022 02:30","4389","4354"
"20.03.2022 02:30 - 20.03.2022 02:45","4344","4318"
"20.03.2022 02:45 - 20.03.2022 03:00","4341","4310"
"20.03.2022 03:00 - 20.03.2022 03:15","4315","4283"
"20.03.2022 03:15 - 20.03.2022 03:30","4228","4263"
"20.03.2022 03:30 - 20.03.2022 03:45","4222","4264"
"20.03.2022 03:45 - 20.03.2022 04:00","4201","4260"
"20.03.2022 04:00 - 20.03.2022 04:15","4227","4272"
"20.03.2022 04:15 - 20.03.2022 04:30","4232","4264"
"20.03.2022 04:30 - 20.03.2022 04:45","4265","4287"
"20.03.2022 04:45 - 20.03.2022 05:00","4273","4318"
"20.03.2022 05:00 - 20.03.2022 05:15","4305","4348"
"20.03.2022 05:15 - 20.03.2022 05:30","4316","4342"
"20.03.2022 05:30 - 20.03.2022 05:45","4363","4329"
"20.03.2022 05:45 - 20.03.2022 06:00","4331","4333"
"20.03.2022 06:00 - 20.03.2022 06:15","4377","4398"
"20.03.2022 06:15 - 20.03.2022 06:30","4401","4444"
"20.03.2022 06:30 - 20.03.2022 06:45","4391","4482"
"20.03.2022 06:45 - 20.03.2022 07:00","4382","4488"
"20.03.2022 07:00 - 20.03.2022 07:15","4390","4544"
"20.03.2022 07:15 - 20.03.2022 07:30","4405","4542"
"20.03.2022 07:30 - 20.03.2022 07:45","4418","4595"
"20.03.2022 07:45 - 20.03.2022 08:00","4361","4589"
"20.03.2022 08:00 - 20.03.2022 08:15","4338","4600"
"20.03.2022 08:15 - 20.03.2022 08:30","4350","4607"
"20.03.2022 08:30 - 20.03.2022 08:45","4319","4613"
"20.03.2022 08:45 - 20.03.2022 09:00","4296","4637"
"20.03.2022 09:00 - 20.03.2022 09:15","4279","4653"
"20.03.2022 09:15 - 20.03.2022 09:30","4270","4613"
"20.03.2022 09:30 - 20.03.2022 09:45","4239","4628"
"20.03.2022 09:45 - 20.03.2022 10:00","4190","4610"
"20.03.2022 10:00 - 20.03.2022 10:15","4212","4607"
"20.03.2022 10:15 - 20.03.2022 10:30","4215","4584"
"20.03.2022 10:30 - 20.03.2022 10:45","4178","4583"
"20.03.2022 10:45 - 20.03.2022 11:00","4107","4561"
"20.03.2022 11:00 - 20.03.2022 11:15","4139","4565"
"20.03.2022 11:15 - 20.03.2022 11:30","4129","4549"
"20.03.2022 11:30 - 20.03.2022 11:45","4086","4547"
"20.03.2022 11:45 - 20.03.2022 12:00","4071","4549"
"20.03.2022 12:00 - 20.03.2022 12:15","4060","4536"
"20.03.2022 12:15 - 20.03.2022 12:30","4026","4465"
"20.03.2022 12:30 - 20.03.2022 12:45","3990","4480"
"20.03.2022 12:45 - 20.03.2022 13:00","4002","4531"
"20.03.2022 13:00 - 20.03.2022 13:15","3975","4534"
"20.03.2022 13:15 - 20.03.2022 13:30","3992","4518"
"20.03.2022 13:30 - 20.03.2022 13:45","3981","4521"
"20.03.2022 13:45 - 20.03.2022 14:00","3996","4479"
"20.03.2022 14:00 - 20.03.2022 14:15","4064","4523"
"20.03.2022 14:15 - 20.03.2022 14:30","4087","4512"
"20.03.2022 14:30 - 20.03.2022 14:45","4112","4541"
"20.03.2022 14:45 - 20.03.2022 15:00","4179","4567"
"20.03.2022 15:00 - 20.03.2022 15:15","4248","4563"
"20.03.2022 15:15 - 20.03.2022 15:30","4302","4635"
"20.03.2022 15:30 - 20.03.2022 15:45","4330","4710"
"20.03.2022 15:45 - 20.03.2022 16:00","4405","4772"
"20.03.2022 16:00 - 20.03.2022 16:15","4496","4889"
"20.03.2022 16:15 - 20.03.2022 16:30","4573","4988"
"20.03.2022 16:30 - 20.03.2022 16:45","4698","5066"
"20.03.2022 16:45 - 20.03.2022 17:00","4792","5113"
"20.03.2022 17:00 - 20.03.2022 17:15","4868","5199"
"20.03.2022 17:15 - 20.03.2022 17:30","4895","5250"
"20.03.2022 17:30 - 20.03.2022 17:45","4972","5297"
"20.03.2022 17:45 - 20.03.2022 18:00","5094","5372"
"20.03.2022 18:00 - 20.03.2022 18:15","5269","5554"
"20.03.2022 18:15 - 20.03.2022 18:30","5355","5692"
"20.03.2022 18:30 - 20.03.2022 18:45","5423","5775"
"20.03.2022 18:45 - 20.03.2022 19:00","5469","5814"
"20.03.2022 19:00 - 20.03.2022 19:15","5488","5848"
"20.03.2022 19:15 - 20.03.2022 19:30","5462","5836"
"20.03.2022 19:30 - 20.03.2022 19:45","5449","5830"
"20.03.2022 19:45 - 20.03.2022 20:00","5418","5800"
"20.03.2022 20:00 - 20.03.2022 20:15","5357","5783"
"20.03.2022 20:15 - 20.03.2022 20:30","5322","5734"
"20.03.2022 20:30 - 20.03.2022 20:45","5299","5702"
"20.03.2022 20:45 - 20.03.2022 21:00","5252","5615"
"20.03.2022 21:00 - 20.03.2022 21:15","5174","5566"
"20.03.2022 21:15 - 20.03.2022 21:30","5165","5511"
"20.03.2022 21:30 - 20.03.2022 21:45","5097","5406"
"20.03.2022 21:45 - 20.03.2022 22:00","5042","5303"
"20.03.2022 22:00 - 20.03.2022 22:15","4969","5271"
"20.03.2022 22:15 - 20.03.2022 22:30","4924","5206"
"20.03.2022 22:30 - 20.03.2022 22:45","4880","5144"
"20.03.2022 22:45 - 20.03.2022 23:00","4819","5058"
"20.03.2022 23:00 - 20.03.2022 23:15","4735","5005"
"20.03.2022 23:15 - 20.03.2022 23:30","4705","4935"
"20.03.2022 23:30 - 20.03.2022 23:45","4680","4921"
"20.03.2022 23:45 - 21.03.2022 00:00","4611","4810"
"21.03.2022 00:00 - 21.03.2022 00:15","4560","4667"
"21.03.2022 00:15 - 21.03.2022 00:30","4493","4628"
"21.03.2022 00:30 - 21.03.2022 00:45","4477","4622"
"21.03.2022 00:45 - 21.03.2022 01:00","4433","4564"
"21.03.2022 01:00 - 21.03.2022 01:15","4420","4539"
"21.03.2022 01:15 - 21.03.2022 01:30","4395","4522"
"21.03.2022 01:30 - 21.03.2022 01:45","4333","4501"
"21.03.2022 01:45 - 21.03.2022 02:00","4386","4433"
"21.03.2022 02:00 - 21.03.2022 02:15","4353","4389"
"21.03.2022 02:15 - 21.03.2022 02:30","4336","4370"
"21.03.2022 02:30 - 21.03.2022 02:45","4278","4349"
"21.03.2022 02:45 - 21.03.2022 03:00","4262","4354"
"21.03.2022 03:00 - 21.03.2022 03:15","4245","4349"
"21.03.2022 03:15 - 21.03.2022 03:30","4215","4343"
"21.03.2022 03:30 - 21.03.2022 03:45","4199","4352"
"21.03.2022 03:45 - 21.03.2022 04:00","4222","4374"
"21.03.2022 04:00 - 21.03.2022 04:15","4287","4441"
"21.03.2022 04:15 - 21.03.2022 04:30","4357","4499"
"21.03.2022 04:30 - 21.03.2022 04:45","4408","4541"
"21.03.2022 04:45 - 21.03.2022 05:00","4520","4661"
"21.03.2022 05:00 - 21.03.2022 05:15","4586","4794"
"21.03.2022 05:15 - 21.03.2022 05:30","4696","4885"
"21.03.2022 05:30 - 21.03.2022 05:45","4877","4974"
"21.03.2022 05:45 - 21.03.2022 06:00","5026","5155"
"21.03.2022 06:00 - 21.03.2022 06:15","5354","5459"
"21.03.2022 06:15 - 21.03.2022 06:30","5626","5615"
"21.03.2022 06:30 - 21.03.2022 06:45","5767","5662"
"21.03.2022 06:45 - 21.03.2022 07:00","5807","5691"
"21.03.2022 07:00 - 21.03.2022 07:15","5966","5731"
"21.03.2022 07:15 - 21.03.2022 07:30","6003","5693"
"21.03.2022 07:30 - 21.03.2022 07:45","6020","5639"
"21.03.2022 07:45 - 21.03.2022 08:00","5996","5575"
"21.03.2022 08:00 - 21.03.2022 08:15","5960","5504"
"21.03.2022 08:15 - 21.03.2022 08:30","5981","5474"
"21.03.2022 08:30 - 21.03.2022 08:45","5938","5412"
"21.03.2022 08:45 - 21.03.2022 09:00","5876","5343"
"21.03.2022 09:00 - 21.03.2022 09:15","5863","5280"
"21.03.2022 09:15 - 21.03.2022 09:30","5817","5238"
"21.03.2022 09:30 - 21.03.2022 09:45","5764","5194"
"21.03.2022 09:45 - 21.03.2022 10:00","5690","5145"
"21.03.2022 10:00 - 21.03.2022 10:15","5649","5115"
"21.03.2022 10:15 - 21.03.2022 10:30","5635","5103"
"21.03.2022 10:30 - 21.03.2022 10:45","5629","5094"
"21.03.2022 10:45 - 21.03.2022 11:00","5581","5042"
"21.03.2022 11:00 - 21.03.2022 11:15","5522","5031"
"21.03.2022 11:15 - 21.03.2022 11:30","5548","5017"
"21.03.2022 11:30 - 21.03.2022 11:45","5555","5050"
"21.03.2022 11:45 - 21.03.2022 12:00","5586","5061"
"21.03.2022 12:00 - 21.03.2022 12:15","5561","5059"
"21.03.2022 12:15 - 21.03.2022 12:30","5584","5024"
"21.03.2022 12:30 - 21.03.2022 12:45","5591","5066"
"21.03.2022 12:45 - 21.03.2022 13:00","5554","5056"
"21.03.2022 13:00 - 21.03.2022 13:15","5560","5075"
"21.03.2022 13:15 - 21.03.2022 13:30","5577","5044"
"21.03.2022 13:30 - 21.03.2022 13:45","5568","5034"
"21.03.2022 13:45 - 21.03.2022 14:00","5521","5019"
"21.03.2022 14:00 - 21.03.2022 14:15","5635","5079"
"21.03.2022 14:15 - 21.03.2022 14:30","5678","5117"
"21.03.2022 14:30 - 21.03.2022 14:45","5778","5203"
"21.03.2022 14:45 - 21.03.2022 15:00","5778","5244"
"21.03.2022 15:00 - 21.03.2022 15:15","5850","5281"
"21.03.2022 15:15 - 21.03.2022 15:30","5879","5342"
"21.03.2022 15:30 - 21.03.2022 15:45","5931","5400"
"21.03.2022 15:45 - 21.03.2022 16:00","5962","5456"
"21.03.2022 16:00 - 21.03.2022 16:15","6020","5500"
"21.03.2022 16:15 - 21.03.2022 16:30","6062","5571"
"21.03.2022 16:30 - 21.03.2022 16:45","6110","5627"
"21.03.2022 16:45 - 21.03.2022 17:00","6147","5679"
"21.03.2022 17:00 - 21.03.2022 17:15","6160","5747"
"21.03.2022 17:15 - 21.03.2022 17:30","6262","5807"
"21.03.2022 17:30 - 21.03.2022 17:45","6327","5850"
"21.03.2022 17:45 - 21.03.2022 18:00","6353","5898"
"21.03.2022 18:00 - 21.03.2022 18:15","6383","6033"
"21.03.2022 18:15 - 21.03.2022 18:30","6394","6217"
"21.03.2022 18:30 - 21.03.2022 18:45","6417","6355"
"21.03.2022 18:45 - 21.03.2022 19:00","6474","6377"
"21.03.2022 19:00 - 21.03.2022 19:15","6450","6405"
"21.03.2022 19:15 - 21.03.2022 19:30","6434","6379"
"21.03.2022 19:30 - 21.03.2022 19:45","6376","6364"
"21.03.2022 19:45 - 21.03.2022 20:00","6360","6317"
"21.03.2022 20:00 - 21.03.2022 20:15","6256","6245"
"21.03.2022 20:15 - 21.03.2022 20:30","6211","6194"
"21.03.2022 20:30 - 21.03.2022 20:45","6184","6175"
"21.03.2022 20:45 - 21.03.2022 21:00","6113","6096"
"21.03.2022 21:00 - 21.03.2022 21:15","6060","6060"
"21.03.2022 21:15 - 21.03.2022 21:30","6014","6016"
"21.03.2022 21:30 - 21.03.2022 21:45","5893","5918"
"21.03.2022 21:45 - 21.03.2022 22:00","5820","5794"
"21.03.2022 22:00 - 21.03.2022 22:15","5784","5716"
"21.03.2022 22:15 - 21.03.2022 22:30","5750","5707"
"21.03.2022 22:30 - 21.03.2022 22:45","5705","5696"
"21.03.2022 22:45 - 21.03.2022 23:00","5652","5601"
"21.03.2022 23:00 - 21.03.2022 23:15","5568","5479"
"21.03.2022 23:15 - 21.03.2022 23:30","5466","5418"
"21.03.2022 23:30 - 21.03.2022 23:45","5422","5385"
"21.03.2022 23:45 - 22.03.2022 00:00","5385","5325"
"22.03.2022 00:00 - 22.03.2022 00:15","5170","5168"
"22.03.2022 00:15 - 22.03.2022 00:30","5070","5074"
"22.03.2022 00:30 - 22.03.2022 00:45","5022","5056"
"22.03.2022 00:45 - 22.03.2022 01:00","4997","4970"
"22.03.2022 01:00 - 22.03.2022 01:15","4930","4934"
"22.03.2022 01:15 - 22.03.2022 01:30","4890","4863"
"22.03.2022 01:30 - 22.03.2022 01:45","4815","4853"
"22.03.2022 01:45 - 22.03.2022 02:00","4808","4796"
"22.03.2022 02:00 - 22.03.2022 02:15","4725","4751"
"22.03.2022 02:15 - 22.03.2022 02:30","4667","4703"
"22.03.2022 02:30 - 22.03.2022 02:45","4635","4659"
"22.03.2022 02:45 - 22.03.2022 03:00","4610","4639"
"22.03.2022 03:00 - 22.03.2022 03:15","4581","4643"
"22.03.2022 03:15 - 22.03.2022 03:30","4578","4616"
"22.03.2022 03:30 - 22.03.2022 03:45","4590","4619"
"22.03.2022 03:45 - 22.03.2022 04:00","4587","4628"
"22.03.2022 04:00 - 22.03.2022 04:15","4628","4671"
"22.03.2022 04:15 - 22.03.2022 04:30","4694","4716"
"22.03.2022 04:30 - 22.03.2022 04:45","4762","4779"
"22.03.2022 04:45 - 22.03.2022 05:00","4841","4877"
"22.03.2022 05:00 - 22.03.2022 05:15","4938","4984"
"22.03.2022 05:15 - 22.03.2022 05:30","5022","5069"
"22.03.2022 05:30 - 22.03.2022 05:45","5150","5118"
"22.03.2022 05:45 - 22.03.2022 06:00","5278","5245"
"22.03.2022 06:00 - 22.03.2022 06:15","5414","5510"
"22.03.2022 06:15 - 22.03.2022 06:30","5592","5665"
"22.03.2022 06:30 - 22.03.2022 06:45","5634","5708"
"22.03.2022 06:45 - 22.03.2022 07:00","5653","5699"
"22.03.2022 07:00 - 22.03.2022 07:15","5696","5727"
"22.03.2022 07:15 - 22.03.2022 07:30","5649","5663"
"22.03.2022 07:30 - 22.03.2022 07:45","5601","5618"
"22.03.2022 07:45 - 22.03.2022 08:00","5491","5532"
"22.03.2022 08:00 - 22.03.2022 08:15","5409","5445"
"22.03.2022 08:15 - 22.03.2022 08:30","5364","5402"
"22.03.2022 08:30 - 22.03.2022 08:45","5303","5348"
"22.03.2022 08:45 - 22.03.2022 09:00","5229","5269"
"22.03.2022 09:00 - 22.03.2022 09:15","5157","5205"
"22.03.2022 09:15 - 22.03.2022 09:30","5098","5155"
"22.03.2022 09:30 - 22.03.2022 09:45","5008","5112"
"22.03.2022 09:45 - 22.03.2022 10:00","4960","5063"
"22.03.2022 10:00 - 22.03.2022 10:15","4873","5003"
"22.03.2022 10:15 - 22.03.2022 10:30","4899","4998"
"22.03.2022 10:30 - 22.03.2022 10:45","4882","4967"
"22.03.2022 10:45 - 22.03.2022 11:00","4833","4949"
"22.03.2022 11:00 - 22.03.2022 11:15","4825","4926"
"22.03.2022 11:15 - 22.03.2022 11:30","4829","4914"
"22.03.2022 11:30 - 22.03.2022 11:45","4852","4928"
"22.03.2022 11:45 - 22.03.2022 12:00","4870","4938"
"22.03.2022 12:00 - 22.03.2022 12:15","4871","4924"
"22.03.2022 12:15 - 22.03.2022 12:30","4887","4928"
"22.03.2022 12:30 - 22.03.2022 12:45","4957","4940"
"22.03.2022 12:45 - 22.03.2022 13:00","4909","4937"
"22.03.2022 13:00 - 22.03.2022 13:15","4998","4949"
"22.03.2022 13:15 - 22.03.2022 13:30","4910","4942"
"22.03.2022 13:30 - 22.03.2022 13:45","4899","4927"
"22.03.2022 13:45 - 22.03.2022 14:00","4854","4919"
"22.03.2022 14:00 - 22.03.2022 14:15","4914","5015"
"22.03.2022 14:15 - 22.03.2022 14:30","5002","5057"
"22.03.2022 14:30 - 22.03.2022 14:45","5070","5131"
"22.03.2022 14:45 - 22.03.2022 15:00","5118","5188"
"22.03.2022 15:00 - 22.03.2022 15:15","5190","5222"
"22.03.2022 15:15 - 22.03.2022 15:30","5204","5259"
"22.03.2022 15:30 - 22.03.2022 15:45","5272","5333"
"22.03.2022 15:45 - 22.03.2022 16:00","5330","5389"
"22.03.2022 16:00 - 22.03.2022 16:15","5359","5430"
"22.03.2022 16:15 - 22.03.2022 16:30","5421","5488"
"22.03.2022 16:30 - 22.03.2022 16:45","5518","5541"
"22.03.2022 16:45 - 22.03.2022 17:00","5611","5585"
"22.03.2022 17:00 - 22.03.2022 17:15","5658","5645"
"22.03.2022 17:15 - 22.03.2022 17:30","5703","5683"
"22.03.2022 17:30 - 22.03.2022 17:45","5739","5722"
"22.03.2022 17:45 - 22.03.2022 18:00","5869","5787"
"22.03.2022 18:00 - 22.03.2022 18:15","6028","5907"
"22.03.2022 18:15 - 22.03.2022 18:30","6083","6101"
"22.03.2022 18:30 - 22.03.2022 18:45","6122","6241"
"22.03.2022 18:45 - 22.03.2022 19:00","6149","6307"
"22.03.2022 19:00 - 22.03.2022 19:15","6155","6303"
"22.03.2022 19:15 - 22.03.2022 19:30","6141","6273"
"22.03.2022 19:30 - 22.03.2022 19:45","6134","6243"
"22.03.2022 19:45 - 22.03.2022 20:00","6095","6195"
"22.03.2022 20:00 - 22.03.2022 20:15","6044","6131"
"22.03.2022 20:15 - 22.03.2022 20:30","6003","6084"
"22.03.2022 20:30 - 22.03.2022 20:45","5977","6065"
"22.03.2022 20:45 - 22.03.2022 21:00","5919","5999"
"22.03.2022 21:00 - 22.03.2022 21:15","5857","5953"
"22.03.2022 21:15 - 22.03.2022 21:30","5828","5885"
"22.03.2022 21:30 - 22.03.2022 21:45","5717","5775"
"22.03.2022 21:45 - 22.03.2022 22:00","5621","5671"
"22.03.2022 22:00 - 22.03.2022 22:15","5556","5624"
"22.03.2022 22:15 - 22.03.2022 22:30","5510","5590"
"22.03.2022 22:30 - 22.03.2022 22:45","5474","5575"
"22.03.2022 22:45 - 22.03.2022 23:00","5416","5455"
"22.03.2022 23:00 - 22.03.2022 23:15","5353","5406"
"22.03.2022 23:15 - 22.03.2022 23:30","5256","5316"
"22.03.2022 23:30 - 22.03.2022 23:45","5233","5303"
"22.03.2022 23:45 - 23.03.2022 00:00","5182","5227"
"23.03.2022 00:00 - 23.03.2022 00:15","5107","5078"
"23.03.2022 00:15 - 23.03.2022 00:30","5036","5026"
"23.03.2022 00:30 - 23.03.2022 00:45","4997","4959"
"23.03.2022 00:45 - 23.03.2022 01:00","4947","4906"
"23.03.2022 01:00 - 23.03.2022 01:15","4880","4838"
"23.03.2022 01:15 - 23.03.2022 01:30","4815","4806"
"23.03.2022 01:30 - 23.03.2022 01:45","4740","4769"
"23.03.2022 01:45 - 23.03.2022 02:00","4708","4717"
"23.03.2022 02:00 - 23.03.2022 02:15","4625","4639"
"23.03.2022 02:15 - 23.03.2022 02:30","4567","4613"
"23.03.2022 02:30 - 23.03.2022 02:45","4535","4577"
"23.03.2022 02:45 - 23.03.2022 03:00","4510","4547"
"23.03.2022 03:00 - 23.03.2022 03:15","4481","4536"
"23.03.2022 03:15 - 23.03.2022 03:30","4478","4528"
"23.03.2022 03:30 - 23.03.2022 03:45","4490","4555"
"23.03.2022 03:45 - 23.03.2022 04:00","4487","4556"
"23.03.2022 04:00 - 23.03.2022 04:15","4528","4624"
"23.03.2022 04:15 - 23.03.2022 04:30","4594","4658"
"23.03.2022 04:30 - 23.03.2022 04:45","4662","4732"
"23.03.2022 04:45 - 23.03.2022 05:00","4741","4816"
"23.03.2022 05:00 - 23.03.2022 05:15","4838","4925"
"23.03.2022 05:15 - 23.03.2022 05:30","4922","4968"
"23.03.2022 05:30 - 23.03.2022 05:45","5050","5062"
"23.03.2022 05:45 - 23.03.2022 06:00","5178","5162"
"23.03.2022 06:00 - 23.03.2022 06:15","5314","5420"
"23.03.2022 06:15 - 23.03.2022 06:30","5492","5555"
"23.03.2022 06:30 - 23.03.2022 06:45","5534","5610"
"23.03.2022 06:45 - 23.03.2022 07:00","5553","5592"
"23.03.2022 07:00 - 23.03.2022 07:15","5596","5614"
"23.03.2022 07:15 - 23.03.2022 07:30","5549","5567"
"23.03.2022 07:30 - 23.03.2022 07:45","5501","5517"
"23.03.2022 07:45 - 23.03.2022 08:00","5391","5414"
"23.03.2022 08:00 - 23.03.2022 08:15","5309","5351"
"23.03.2022 08:15 - 23.03.2022 08:30","5264","5288"
"23.03.2022 08:30 - 23.03.2022 08:45","5203","5262"
"23.03.2022 08:45 - 23.03.2022 09:00","5129","5199"
"23.03.2022 09:00 - 23.03.2022 09:15","5057","5125"
"23.03.2022 09:15 - 23.03.2022 09:30","4998","5061"
"23.03.2022 09:30 - 23.03.2022 09:45","4908","5016"
"23.03.2022 09:45 - 23.03.2022 10:00","4860","4995"
"23.03.2022 10:00 - 23.03.2022 10:15","4773","4937"
"23.03.2022 10:15 - 23.03.2022 10:30","4799","4900"
"23.03.2022 10:30 - 23.03.2022 10:45","4782","4887"
"23.03.2022 10:45 - 23.03.2022 11:00","4733","4880"
"23.03.2022 11:00 - 23.03.2022 11:15","4725","4865"
"23.03.2022 11:15 - 23.03.2022 11:30","4729","4862"
"23.03.2022 11:30 - 23.03.2022 11:45","4752","4851"
"23.03.2022 11:45 - 23.03.2022 12:00","4770","4886"
"23.03.2022 12:00 - 23.03.2022 12:15","4771","4876"
"23.03.2022 12:15 - 23.03.2022 12:30","4787","4905"
"23.03.2022 12:30 - 23.03.2022 12:45","4857","4897"
"23.03.2022 12:45 - 23.03.2022 13:00","4809","4912"
"23.03.2022 13:00 - 23.03.2022 13:15","4898","4942"
"23.03.2022 13:15 - 23.03.2022 13:30","4810","4944"
"23.03.2022 13:30 - 23.03.2022 13:45","4799","4902"
"23.03.2022 13:45 - 23.03.2022 14:00","4754","4876"
"23.03.2022 14:00 - 23.03.2022 14:15","4814","4950"
"23.03.2022 14:15 - 23.03.2022 14:30","4902","4984"
"23.03.2022 14:30 - 23.03.2022 14:45","4970","5074"
"23.03.2022 14:45 - 23.03.2022 15:00","5018","5120"
