MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Solar  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Offshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO),Generation - Wind Onshore  [MW] Day Ahead/ Norway (NO)
30.04.2022 17:00 - 30.04.2022 18:00,0,0,0,0,0,0,1211,1211,1211
30.04.2022 18:00 - 30.04.2022 19:00,0,0,0,0,0,0,1137,1137,1137
30.04.2022 19:00 - 30.04.2022 20:00,0,0,0,0,0,0,1066,1066,1066
30.04.2022 20:00 - 30.04.2022 21:00,0,0,0,0,0,0,974,974,974
30.04.2022 21:00 - 30.04.2022 22:00,0,0,0,0,0,0,894,894,894
30.04.2022 22:00 - 30.04.2022 23:00,0,0,0,0,0,0,849,849,849
30.04.2022 23:00 - 01.05.2022 00:00,0,0,0,0,0,0,796,796,796
01.05.2022 00:00 - 01.05.2022 01:00,0,0,0,0,0,0,860,860,860
01.05.2022 01:00 - 01.05.2022 02:00,0,0,0,0,0,0,831,831,831
01.05.2022 02:00 - 01.05.2022 03:00,0,0,0,0,0,0,881,881,881
01.05.2022 03:00 - 01.05.2022 04:00,0,0,0,0,0,0,915,915,915
01.05.2022 04:00 - 01.05.2022 05:00,0,0,0,0,0,0,967,967,967
01.05.2022 05:00 - 01.05.2022 06:00,0,0,0,0,0,0,991,991,991
01.05.2022 06:00 - 01.05.2022 07:00,0,0,0,0,0,0,986,986,986
01.05.2022 07:00 - 01.05.2022 08:00,0,0,0,0,0,0,990,990,990
01.05.2022 08:00 - 01.05.2022 09:00,0,0,0,0,0,0,1151,1151,1151
01.05.2022 09:00 - 01.05.2022 10:00,0,0,0,0,0,0,1112,1112,1112
01.05.2022 10:00 - 01.05.2022 11:00,0,0,0,0,0,0,1136,1136,1136
01.05.2022 11:00 - 01.05.2022 12:00,0,0,0,0,0,0,1199,1199,1199
01.05.2022 12:00 - 01.05.2022 13:00,0,0,0,0,0,0,1230,1230,1230
01.05.2022 13:00 - 01.05.2022 14:00,0,0,0,0,0,0,1352,1352,1352
01.05.2022 14:00 - 01.05.2022 15:00,0,0,0,0,0,0,1424,1424,1424
01.05.2022 15:00 - 01.05.2022 16:00,0,0,0,0,0,0,1507,1507,1507
01.05.2022 16:00 - 01.05.2022 17:00,0,0,0,0,0,0,1589,1589,1589
01.05.2022 17:00 - 01.05.2022 18:00,0,0,0,0,0,0,1686,1686,1686
01.05.2022 18:00 - 01.05.2022 19:00,0,0,0,0,0,0,1784,1784,1784
01.05.2022 19:00 - 01.05.2022 20:00,0,0,0,0,0,0,1876,1876,1876
01.05.2022 20:00 - 01.05.2022 21:00,0,0,0,0,0,0,1957,1957,1957
01.05.2022 21:00 - 01.05.2022 22:00,0,0,0,0,0,0,2049,2049,2049
01.05.2022 22:00 - 01.05.2022 23:00,0,0,0,0,0,0,2091,2091,2091
01.05.2022 23:00 - 02.05.2022 00:00,0,0,0,0,0,0,2200,2200,2200
02.05.2022 00:00 - 02.05.2022 01:00,0,0,0,0,0,0,2246,2246,2246
02.05.2022 01:00 - 02.05.2022 02:00,0,0,0,0,0,0,2207,2207,2207
02.05.2022 02:00 - 02.05.2022 03:00,0,0,0,0,0,0,2257,2257,2257
02.05.2022 03:00 - 02.05.2022 04:00,0,0,0,0,0,0,2255,2255,2255
02.05.2022 04:00 - 02.05.2022 05:00,0,0,0,0,0,0,2248,2248,2248
02.05.2022 05:00 - 02.05.2022 06:00,0,0,0,0,0,0,2223,2223,2223
02.05.2022 06:00 - 02.05.2022 07:00,0,0,0,0,0,0,2155,2155,2155
02.05.2022 07:00 - 02.05.2022 08:00,0,0,0,0,0,0,2060,2060,2060
02.05.2022 08:00 - 02.05.2022 09:00,0,0,0,0,0,0,2022,2022,2022
02.05.2022 09:00 - 02.05.2022 10:00,0,0,0,0,0,0,2071,2071,2071
02.05.2022 10:00 - 02.05.2022 11:00,0,0,0,0,0,0,2073,2073,2073
02.05.2022 11:00 - 02.05.2022 12:00,0,0,0,0,0,0,2161,2161,2161
02.05.2022 12:00 - 02.05.2022 13:00,0,0,0,0,0,0,2283,2283,2283
02.05.2022 13:00 - 02.05.2022 14:00,0,0,0,0,0,0,2425,2425,2425
02.05.2022 14:00 - 02.05.2022 15:00,0,0,0,0,0,0,2552,2552,2552
02.05.2022 15:00 - 02.05.2022 16:00,0,0,0,0,0,0,2737,2737,2737
02.05.2022 16:00 - 02.05.2022 17:00,0,0,0,0,0,0,2898,2898,2898
02.05.2022 17:00 - 02.05.2022 18:00,0,0,0,0,0,0,3016,3016,3016
02.05.2022 18:00 - 02.05.2022 19:00,0,0,0,0,0,0,3041,3041,3041
02.05.2022 19:00 - 02.05.2022 20:00,0,0,0,0,0,0,3093,3093,3093
02.05.2022 20:00 - 02.05.2022 21:00,0,0,0,0,0,0,2959,2959,2959
02.05.2022 21:00 - 02.05.2022 22:00,0,0,0,0,0,0,2745,2745,2745
02.05.2022 22:00 - 02.05.2022 23:00,0,0,0,0,0,0,2534,2534,2534
02.05.2022 23:00 - 03.05.2022 00:00,0,0,0,0,0,0,2345,2345,2345
03.05.2022 00:00 - 03.05.2022 01:00,0,0,0,0,0,0,2286,2286,2286
03.05.2022 01:00 - 03.05.2022 02:00,0,0,0,0,0,0,2184,2184,2184
03.05.2022 02:00 - 03.05.2022 03:00,0,0,0,0,0,0,2023,2023,2023
03.05.2022 03:00 - 03.05.2022 04:00,0,0,0,0,0,0,1903,1903,1903
03.05.2022 04:00 - 03.05.2022 05:00,0,0,0,0,0,0,1641,1641,1641
03.05.2022 05:00 - 03.05.2022 06:00,0,0,0,0,0,0,1537,1537,1537
03.05.2022 06:00 - 03.05.2022 07:00,0,0,0,0,0,0,1513,1513,1513
03.05.2022 07:00 - 03.05.2022 08:00,0,0,0,0,0,0,1259,1259,1259
03.05.2022 08:00 - 03.05.2022 09:00,0,0,0,0,0,0,929,929,929
03.05.2022 09:00 - 03.05.2022 10:00,0,0,0,0,0,0,903,903,903
03.05.2022 10:00 - 03.05.2022 11:00,0,0,0,0,0,0,841,841,841
03.05.2022 11:00 - 03.05.2022 12:00,0,0,0,0,0,0,817,817,817
03.05.2022 12:00 - 03.05.2022 13:00,0,0,0,0,0,0,799,799,799
03.05.2022 13:00 - 03.05.2022 14:00,0,0,0,0,0,0,841,841,841
03.05.2022 14:00 - 03.05.2022 15:00,0,0,0,0,0,0,821,821,821
03.05.2022 15:00 - 03.05.2022 16:00,0,0,0,0,0,0,899,899,899
03.05.2022 16:00 - 03.05.2022 17:00,0,0,0,0,0,0,894,894,894
03.05.2022 17:00 - 03.05.2022 18:00,0,0,0,0,0,0,800,800,800
03.05.2022 18:00 - 03.05.2022 19:00,0,0,0,0,0,0,739,739,739
03.05.2022 19:00 - 03.05.2022 20:00,0,0,0,0,0,0,659,659,659
03.05.2022 20:00 - 03.05.2022 21:00,0,0,0,0,0,0,574,574,574
03.05.2022 21:00 - 03.05.2022 22:00,0,0,0,0,0,0,520,520,520
03.05.2022 22:00 - 03.05.2022 23:00,0,0,0,0,0,0,541,541,541
03.05.2022 23:00 - 04.05.2022 00:00,0,0,0,0,0,0,515,515,515
04.05.2022 00:00 - 04.05.2022 01:00,0,0,0,0,0,0,454,454,454
04.05.2022 01:00 - 04.05.2022 02:00,0,0,0,0,0,0,438,438,438
04.05.2022 02:00 - 04.05.2022 03:00,0,0,0,0,0,0,442,442,442
04.05.2022 03:00 - 04.05.2022 04:00,0,0,0,0,0,0,474,474,474
04.05.2022 04:00 - 04.05.2022 05:00,0,0,0,0,0,0,539,539,539
04.05.2022 05:00 - 04.05.2022 06:00,0,0,0,0,0,0,630,630,630
04.05.2022 06:00 - 04.05.2022 07:00,0,0,0,0,0,0,699,699,699
04.05.2022 07:00 - 04.05.2022 08:00,0,0,0,0,0,0,755,755,755
04.05.2022 08:00 - 04.05.2022 09:00,0,0,0,0,0,0,872,872,872
04.05.2022 09:00 - 04.05.2022 10:00,0,0,0,0,0,0,932,932,932
04.05.2022 10:00 - 04.05.2022 11:00,0,0,0,0,0,0,847,847,847
04.05.2022 11:00 - 04.05.2022 12:00,0,0,0,0,0,0,803,803,803
04.05.2022 12:00 - 04.05.2022 13:00,0,0,0,0,0,0,800,800,800
04.05.2022 13:00 - 04.05.2022 14:00,0,0,0,0,0,0,849,849,849
04.05.2022 14:00 - 04.05.2022 15:00,0,0,0,0,0,0,851,851,851
04.05.2022 15:00 - 04.05.2022 16:00,0,0,0,0,0,0,877,877,877
04.05.2022 16:00 - 04.05.2022 17:00,0,0,0,0,0,0,919,919,919
04.05.2022 17:00 - 04.05.2022 18:00,0,0,0,0,0,0,961,961,961
04.05.2022 18:00 - 04.05.2022 19:00,0,0,0,0,0,0,1000,1000,1000
04.05.2022 19:00 - 04.05.2022 20:00,0,0,0,0,0,0,1064,1064,1064
04.05.2022 20:00 - 04.05.2022 21:00,0,0,0,0,0,0,1143,1143,1143
04.05.2022 21:00 - 04.05.2022 22:00,0,0,0,0,0,0,1264,1264,1264
04.05.2022 22:00 - 04.05.2022 23:00,0,0,0,0,0,0,1348,1348,1348
04.05.2022 23:00 - 05.05.2022 00:00,0,0,0,0,0,0,1376,1376,1376
05.05.2022 00:00 - 05.05.2022 01:00,0,0,0,0,0,0,1359,1359,1359
05.05.2022 01:00 - 05.05.2022 02:00,0,0,0,0,0,0,1301,1301,1301
05.05.2022 02:00 - 05.05.2022 03:00,0,0,0,0,0,0,1271,1271,1271
05.05.2022 03:00 - 05.05.2022 04:00,0,0,0,0,0,0,1290,1290,1290
05.05.2022 04:00 - 05.05.2022 05:00,0,0,0,0,0,0,1403,1403,1403
05.05.2022 05:00 - 05.05.2022 06:00,0,0,0,0,0,0,1582,1582,1582
05.05.2022 06:00 - 05.05.2022 07:00,0,0,0,0,0,0,1823,1823,1823
05.05.2022 07:00 - 05.05.2022 08:00,0,0,0,0,0,0,1959,1959,1959
05.05.2022 08:00 - 05.05.2022 09:00,0,0,0,0,0,0,2051,2051,2051
05.05.2022 09:00 - 05.05.2022 10:00,0,0,0,0,0,0,2089,2089,2089
05.05.2022 10:00 - 05.05.2022 11:00,0,0,0,0,0,0,2112,2112,2112
05.05.2022 11:00 - 05.05.2022 12:00,0,0,0,0,0,0,2195,2195,2195
05.05.2022 12:00 - 05.05.2022 13:00,0,0,0,0,0,0,2239,2239,2239
05.05.2022 13:00 - 05.05.2022 14:00,0,0,0,0,0,0,2333,2333,2333
05.05.2022 14:00 - 05.05.2022 15:00,0,0,0,0,0,0,2374,2374,2374
05.05.2022 15:00 - 05.05.2022 16:00,0,0,0,0,0,0,2378,2378,2378
05.05.2022 16:00 - 05.05.2022 17:00,0,0,0,0,0,0,2286,2286,2286
05.05.2022 17:00 - 05.05.2022 18:00,0,0,0,0,0,0,2092,2092,2092
05.05.2022 18:00 - 05.05.2022 19:00,0,0,0,0,0,0,1945,1945,1945
05.05.2022 19:00 - 05.05.2022 20:00,0,0,0,0,0,0,1712,1712,1712
05.05.2022 20:00 - 05.05.2022 21:00,0,0,0,0,0,0,1486,1486,1486
05.05.2022 21:00 - 05.05.2022 22:00,0,0,0,0,0,0,1440,1440,1440
05.05.2022 22:00 - 05.05.2022 23:00,0,0,0,0,0,0,1392,1392,1392
05.05.2022 23:00 - 06.05.2022 00:00,0,0,0,0,0,0,1375,1375,1375
06.05.2022 00:00 - 06.05.2022 01:00,0,0,0,0,0,0,1740,1740,1740
06.05.2022 01:00 - 06.05.2022 02:00,0,0,0,0,0,0,1829,1829,1829
06.05.2022 02:00 - 06.05.2022 03:00,0,0,0,0,0,0,1884,1884,1884
06.05.2022 03:00 - 06.05.2022 04:00,0,0,0,0,0,0,1893,1893,1893
06.05.2022 04:00 - 06.05.2022 05:00,0,0,0,0,0,0,1875,1875,1875
06.05.2022 05:00 - 06.05.2022 06:00,0,0,0,0,0,0,1850,1850,1850
06.05.2022 06:00 - 06.05.2022 07:00,0,0,0,0,0,0,1789,1789,1789
06.05.2022 07:00 - 06.05.2022 08:00,0,0,0,0,0,0,1766,1766,1766
06.05.2022 08:00 - 06.05.2022 09:00,0,0,0,0,0,0,1755,1755,1755
06.05.2022 09:00 - 06.05.2022 10:00,0,0,0,0,0,0,1923,1923,1923
06.05.2022 10:00 - 06.05.2022 11:00,0,0,0,0,0,0,2133,2133,2133
06.05.2022 11:00 - 06.05.2022 12:00,0,0,0,0,0,0,2308,2308,2308
06.05.2022 12:00 - 06.05.2022 13:00,0,0,0,0,0,0,2363,2363,2363
06.05.2022 13:00 - 06.05.2022 14:00,0,0,0,0,0,0,2512,2512,2512
06.05.2022 14:00 - 06.05.2022 15:00,0,0,0,0,0,0,2581,2581,2581
06.05.2022 15:00 - 06.05.2022 16:00,0,0,0,0,0,0,2621,2621,2621
06.05.2022 16:00 - 06.05.2022 17:00,0,0,0,0,0,0,2558,2558,2558
06.05.2022 17:00 - 06.05.2022 18:00,0,0,0,0,0,0,2629,2629,2629
06.05.2022 18:00 - 06.05.2022 19:00,0,0,0,0,0,0,2616,2616,2616
06.05.2022 19:00 - 06.05.2022 20:00,0,0,0,0,0,0,2733,2733,2733
06.05.2022 20:00 - 06.05.2022 21:00,0,0,0,0,0,0,2681,2681,2681
06.05.2022 21:00 - 06.05.2022 22:00,0,0,0,0,0,0,2621,2621,2621
06.05.2022 22:00 - 06.05.2022 23:00,0,0,0,0,0,0,2684,2684,2684
06.05.2022 23:00 - 07.05.2022 00:00,0,0,0,0,0,0,2934,2934,2934
07.05.2022 00:00 - 07.05.2022 01:00,0,0,0,0,0,0,2808,2808,2808
07.05.2022 01:00 - 07.05.2022 02:00,0,0,0,0,0,0,2879,2879,2879
07.05.2022 02:00 - 07.05.2022 03:00,0,0,0,0,0,0,2885,2885,2885
07.05.2022 03:00 - 07.05.2022 04:00,0,0,0,0,0,0,2948,2948,2948
07.05.2022 04:00 - 07.05.2022 05:00,0,0,0,0,0,0,3106,3106,3106
07.05.2022 05:00 - 07.05.2022 06:00,0,0,0,0,0,0,3087,3087,3087
07.05.2022 06:00 - 07.05.2022 07:00,0,0,0,0,0,0,3109,3109,3109
07.05.2022 07:00 - 07.05.2022 08:00,0,0,0,0,0,0,2984,2984,2984
07.05.2022 08:00 - 07.05.2022 09:00,0,0,0,0,0,0,2875,2875,2875
07.05.2022 09:00 - 07.05.2022 10:00,0,0,0,0,0,0,2950,2950,2950
07.05.2022 10:00 - 07.05.2022 11:00,0,0,0,0,0,0,2946,2946,2946
07.05.2022 11:00 - 07.05.2022 12:00,0,0,0,0,0,0,3025,3025,3025
07.05.2022 12:00 - 07.05.2022 13:00,0,0,0,0,0,0,3060,3060,3060
07.05.2022 13:00 - 07.05.2022 14:00,0,0,0,0,0,0,3074,3074,3074
07.05.2022 14:00 - 07.05.2022 15:00,0,0,0,0,0,0,3094,3094,3094
07.05.2022 15:00 - 07.05.2022 16:00,0,0,0,0,0,0,3101,3101,3101
07.05.2022 16:00 - 07.05.2022 17:00,0,0,0,0,0,0,3089,3089,3089
07.05.2022 17:00 - 07.05.2022 18:00,0,0,0,0,0,0,2952,2952,2952
07.05.2022 18:00 - 07.05.2022 19:00,0,0,0,0,0,0,3034,3034,3034
07.05.2022 19:00 - 07.05.2022 20:00,0,0,0,0,0,0,2915,2915,2915
07.05.2022 20:00 - 07.05.2022 21:00,0,0,0,0,0,0,2684,2684,2684
07.05.2022 21:00 - 07.05.2022 22:00,0,0,0,0,0,0,2601,2601,2601
07.05.2022 22:00 - 07.05.2022 23:00,0,0,0,0,0,0,2524,2524,2524
07.05.2022 23:00 - 08.05.2022 00:00,0,0,0,0,0,0,2355,2355,2355
08.05.2022 00:00 - 08.05.2022 01:00,0,0,0,0,0,0,2208,2208,2208
08.05.2022 01:00 - 08.05.2022 02:00,0,0,0,0,0,0,2073,2073,2073
08.05.2022 02:00 - 08.05.2022 03:00,0,0,0,0,0,0,2062,2062,2062
08.05.2022 03:00 - 08.05.2022 04:00,0,0,0,0,0,0,2017,2017,2017
08.05.2022 04:00 - 08.05.2022 05:00,0,0,0,0,0,0,1994,1994,1994
08.05.2022 05:00 - 08.05.2022 06:00,0,0,0,0,0,0,1883,1883,1883
08.05.2022 06:00 - 08.05.2022 07:00,0,0,0,0,0,0,1739,1739,1739
08.05.2022 07:00 - 08.05.2022 08:00,0,0,0,0,0,0,1578,1578,1578
08.05.2022 08:00 - 08.05.2022 09:00,0,0,0,0,0,0,1327,1327,1327
08.05.2022 09:00 - 08.05.2022 10:00,0,0,0,0,0,0,1284,1284,1284
08.05.2022 10:00 - 08.05.2022 11:00,0,0,0,0,0,0,1178,1178,1178
08.05.2022 11:00 - 08.05.2022 12:00,0,0,0,0,0,0,1136,1136,1136
08.05.2022 12:00 - 08.05.2022 13:00,0,0,0,0,0,0,1081,1081,1081
08.05.2022 13:00 - 08.05.2022 14:00,0,0,0,0,0,0,981,981,981
08.05.2022 14:00 - 08.05.2022 15:00,0,0,0,0,0,0,1027,1027,1027
08.05.2022 15:00 - 08.05.2022 16:00,0,0,0,0,0,0,1026,1026,1026
08.05.2022 16:00 - 08.05.2022 17:00,0,0,0,0,0,0,1216,1216,1216
08.05.2022 17:00 - 08.05.2022 18:00,0,0,0,0,0,0,1142,1142,1142
08.05.2022 18:00 - 08.05.2022 19:00,0,0,0,0,0,0,961,961,961
08.05.2022 19:00 - 08.05.2022 20:00,0,0,0,0,0,0,807,807,807
08.05.2022 20:00 - 08.05.2022 21:00,0,0,0,0,0,0,779,779,779
08.05.2022 21:00 - 08.05.2022 22:00,0,0,0,0,0,0,831,831,831
08.05.2022 22:00 - 08.05.2022 23:00,0,0,0,0,0,0,889,889,889
08.05.2022 23:00 - 09.05.2022 00:00,0,0,0,0,0,0,1020,1020,1020
09.05.2022 00:00 - 09.05.2022 01:00,0,0,0,0,0,0,1096,1096,1096
09.05.2022 01:00 - 09.05.2022 02:00,0,0,0,0,0,0,1110,1110,1110
09.05.2022 02:00 - 09.05.2022 03:00,0,0,0,0,0,0,1049,1049,1049
09.05.2022 03:00 - 09.05.2022 04:00,0,0,0,0,0,0,1038,1038,1038
09.05.2022 04:00 - 09.05.2022 05:00,0,0,0,0,0,0,1165,1165,1165
09.05.2022 05:00 - 09.05.2022 06:00,0,0,0,0,0,0,1283,1283,1283
09.05.2022 06:00 - 09.05.2022 07:00,0,0,0,0,0,0,1436,1436,1436
09.05.2022 07:00 - 09.05.2022 08:00,0,0,0,0,0,0,1610,1610,1610
09.05.2022 08:00 - 09.05.2022 09:00,0,0,0,0,0,0,1616,1616,1616
09.05.2022 09:00 - 09.05.2022 10:00,0,0,0,0,0,0,1622,1622,1622
09.05.2022 10:00 - 09.05.2022 11:00,0,0,0,0,0,0,1638,1638,1638
09.05.2022 11:00 - 09.05.2022 12:00,0,0,0,0,0,0,1615,1615,1615
09.05.2022 12:00 - 09.05.2022 13:00,0,0,0,0,0,0,1683,1683,1683
09.05.2022 13:00 - 09.05.2022 14:00,0,0,0,0,0,0,1641,1641,1641
09.05.2022 14:00 - 09.05.2022 15:00,0,0,0,0,0,0,1613,1613,1613
09.05.2022 15:00 - 09.05.2022 16:00,0,0,0,0,0,0,1655,1655,1655
09.05.2022 16:00 - 09.05.2022 17:00,0,0,0,0,0,0,1607,1607,1607
09.05.2022 17:00 - 09.05.2022 18:00,0,0,0,0,0,0,1541,1541,1541
09.05.2022 18:00 - 09.05.2022 19:00,0,0,0,0,0,0,1461,1461,1461
09.05.2022 19:00 - 09.05.2022 20:00,0,0,0,0,0,0,1482,1482,1482
09.05.2022 20:00 - 09.05.2022 21:00,0,0,0,0,0,0,1551,1551,1551
09.05.2022 21:00 - 09.05.2022 22:00,0,0,0,0,0,0,1562,1562,1562
09.05.2022 22:00 - 09.05.2022 23:00,0,0,0,0,0,0,1571,1571,1571
09.05.2022 23:00 - 10.05.2022 00:00,0,0,0,0,0,0,1587,1587,1587
10.05.2022 00:00 - 10.05.2022 01:00,0,0,0,0,0,0,1723,1723,1723
10.05.2022 01:00 - 10.05.2022 02:00,0,0,0,0,0,0,1760,1760,1760
10.05.2022 02:00 - 10.05.2022 03:00,0,0,0,0,0,0,1827,1827,1827
10.05.2022 03:00 - 10.05.2022 04:00,0,0,0,0,0,0,1885,1885,1885
10.05.2022 04:00 - 10.05.2022 05:00,0,0,0,0,0,0,1948,1948,1948
10.05.2022 05:00 - 10.05.2022 06:00,0,0,0,0,0,0,1988,1988,1988
10.05.2022 06:00 - 10.05.2022 07:00,0,0,0,0,0,0,2108,2108,2108
10.05.2022 07:00 - 10.05.2022 08:00,0,0,0,0,0,0,2065,2065,2065
10.05.2022 08:00 - 10.05.2022 09:00,0,0,0,0,0,0,2034,2034,2034
10.05.2022 09:00 - 10.05.2022 10:00,0,0,0,0,0,0,1990,1990,1990
10.05.2022 10:00 - 10.05.2022 11:00,0,0,0,0,0,0,1834,1834,1834
10.05.2022 11:00 - 10.05.2022 12:00,0,0,0,0,0,0,1720,1720,1720
10.05.2022 12:00 - 10.05.2022 13:00,0,0,0,0,0,0,1459,1459,1459
10.05.2022 13:00 - 10.05.2022 14:00,0,0,0,0,0,0,1430,1430,1430
10.05.2022 14:00 - 10.05.2022 15:00,0,0,0,0,0,0,1325,1325,1325
10.05.2022 15:00 - 10.05.2022 16:00,0,0,0,0,0,0,1241,1241,1241
10.05.2022 16:00 - 10.05.2022 17:00,0,0,0,0,0,0,1192,1192,1192
10.05.2022 17:00 - 10.05.2022 18:00,0,0,0,0,0,0,1269,1269,1269
10.05.2022 18:00 - 10.05.2022 19:00,0,0,0,0,0,0,1352,1352,1352
10.05.2022 19:00 - 10.05.2022 20:00,0,0,0,0,0,0,1266,1266,1266
10.05.2022 20:00 - 10.05.2022 21:00,0,0,0,0,0,0,1190,1190,1190
10.05.2022 21:00 - 10.05.2022 22:00,0,0,0,0,0,0,1031,1031,1031
10.05.2022 22:00 - 10.05.2022 23:00,0,0,0,0,0,0,950,950,950
10.05.2022 23:00 - 11.05.2022 00:00,0,0,0,0,0,0,942,942,942
11.05.2022 00:00 - 11.05.2022 01:00,0,0,0,0,0,0,3558,3558,3558
11.05.2022 01:00 - 11.05.2022 02:00,0,0,0,0,0,0,3895,3895,3895
11.05.2022 02:00 - 11.05.2022 03:00,0,0,0,0,0,0,4350,4350,4350
11.05.2022 03:00 - 11.05.2022 04:00,0,0,0,0,0,0,4616,4616,4616
11.05.2022 04:00 - 11.05.2022 05:00,0,0,0,0,0,0,4940,4940,4940
11.05.2022 05:00 - 11.05.2022 06:00,0,0,0,0,0,0,4907,4907,4907
11.05.2022 06:00 - 11.05.2022 07:00,0,0,0,0,0,0,4594,4594,4594
11.05.2022 07:00 - 11.05.2022 08:00,0,0,0,0,0,0,4749,4749,4749
11.05.2022 08:00 - 11.05.2022 09:00,0,0,0,0,0,0,5105,5105,5105
11.05.2022 09:00 - 11.05.2022 10:00,0,0,0,0,0,0,5531,5531,5531
11.05.2022 10:00 - 11.05.2022 11:00,0,0,0,0,0,0,6277,6277,6277
11.05.2022 11:00 - 11.05.2022 12:00,0,0,0,0,0,0,6804,6804,6804
11.05.2022 12:00 - 11.05.2022 13:00,0,0,0,0,0,0,6931,6931,6931
11.05.2022 13:00 - 11.05.2022 14:00,0,0,0,0,0,0,6841,6841,6841
11.05.2022 14:00 - 11.05.2022 15:00,0,0,0,0,0,0,7088,7088,7088
11.05.2022 15:00 - 11.05.2022 16:00,0,0,0,0,0,0,7029,7029,7029
11.05.2022 16:00 - 11.05.2022 17:00,0,0,0,0,0,0,6763,6763,6763
11.05.2022 17:00 - 11.05.2022 18:00,0,0,0,0,0,0,5951,5951,5951
11.05.2022 18:00 - 11.05.2022 19:00,0,0,0,0,0,0,5106,5106,5106
11.05.2022 19:00 - 11.05.2022 20:00,0,0,0,0,0,0,4608,4608,4608
11.05.2022 20:00 - 11.05.2022 21:00,0,0,0,0,0,0,4633,4633,4633
11.05.2022 21:00 - 11.05.2022 22:00,0,0,0,0,0,0,5161,5161,5161
11.05.2022 22:00 - 11.05.2022 23:00,0,0,0,0,0,0,5705,5705,5705
11.05.2022 23:00 - 12.05.2022 00:00,0,0,0,0,0,0,6453,6453,6453
12.05.2022 00:00 - 12.05.2022 01:00,0,0,0,0,0,0,1445,1445,1445
12.05.2022 01:00 - 12.05.2022 02:00,0,0,0,0,0,0,1549,1549,1549
12.05.2022 02:00 - 12.05.2022 03:00,0,0,0,0,0,0,1650,1650,1650
12.05.2022 03:00 - 12.05.2022 04:00,0,0,0,0,0,0,1794,1794,1794
12.05.2022 04:00 - 12.05.2022 05:00,0,0,0,0,0,0,2058,2058,2058
12.05.2022 05:00 - 12.05.2022 06:00,0,0,0,0,0,0,2200,2200,2200
12.05.2022 06:00 - 12.05.2022 07:00,0,0,0,0,0,0,2260,2260,2260
12.05.2022 07:00 - 12.05.2022 08:00,0,0,0,0,0,0,2206,2206,2206
12.05.2022 08:00 - 12.05.2022 09:00,0,0,0,0,0,0,2183,2183,2183
12.05.2022 09:00 - 12.05.2022 10:00,0,0,0,0,0,0,2206,2206,2206
12.05.2022 10:00 - 12.05.2022 11:00,0,0,0,0,0,0,2201,2201,2201
12.05.2022 11:00 - 12.05.2022 12:00,0,0,0,0,0,0,2080,2080,2080
12.05.2022 12:00 - 12.05.2022 13:00,0,0,0,0,0,0,2172,2172,2172
12.05.2022 13:00 - 12.05.2022 14:00,0,0,0,0,0,0,2249,2249,2249
12.05.2022 14:00 - 12.05.2022 15:00,0,0,0,0,0,0,2369,2369,2369
12.05.2022 15:00 - 12.05.2022 16:00,0,0,0,0,0,0,2414,2414,2414
12.05.2022 16:00 - 12.05.2022 17:00,0,0,0,0,0,0,2520,2520,2520
12.05.2022 17:00 - 12.05.2022 18:00,0,0,0,0,0,0,2451,2451,2451
12.05.2022 18:00 - 12.05.2022 19:00,0,0,0,0,0,0,2359,2359,2359
12.05.2022 19:00 - 12.05.2022 20:00,0,0,0,0,0,0,2342,2342,2342
12.05.2022 20:00 - 12.05.2022 21:00,0,0,0,0,0,0,2228,2228,2228
12.05.2022 21:00 - 12.05.2022 22:00,0,0,0,0,0,0,2064,2064,2064
12.05.2022 22:00 - 12.05.2022 23:00,0,0,0,0,0,0,1860,1860,1860
12.05.2022 23:00 - 13.05.2022 00:00,0,0,0,0,0,0,1705,1705,1705
13.05.2022 00:00 - 13.05.2022 01:00,0,0,0,0,0,0,3050,3050,3050
13.05.2022 01:00 - 13.05.2022 02:00,0,0,0,0,0,0,2889,2889,2889
13.05.2022 02:00 - 13.05.2022 03:00,0,0,0,0,0,0,2602,2602,2602
13.05.2022 03:00 - 13.05.2022 04:00,0,0,0,0,0,0,2626,2626,2626
13.05.2022 04:00 - 13.05.2022 05:00,0,0,0,0,0,0,2587,2587,2587
13.05.2022 05:00 - 13.05.2022 06:00,0,0,0,0,0,0,2828,2828,2828
13.05.2022 06:00 - 13.05.2022 07:00,0,0,0,0,0,0,2967,2967,2967
13.05.2022 07:00 - 13.05.2022 08:00,0,0,0,0,0,0,3137,3137,3137
13.05.2022 08:00 - 13.05.2022 09:00,0,0,0,0,0,0,3023,3023,3023
13.05.2022 09:00 - 13.05.2022 10:00,0,0,0,0,0,0,3047,3047,3047
13.05.2022 10:00 - 13.05.2022 11:00,0,0,0,0,0,0,3179,3179,3179
13.05.2022 11:00 - 13.05.2022 12:00,0,0,0,0,0,0,3313,3313,3313
13.05.2022 12:00 - 13.05.2022 13:00,0,0,0,0,0,0,3375,3375,3375
